,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
24842,41133434,West Village Studio,287131923,Fallon,Manhattan,West Village,40.73836,-74.00269,Entire home/apt,80,30,4,27/01/20,0.18,1,0
24843,41133619,Big Room - 15 mins to Manhattan. Trendy Area.,8715964,Faheem,Queens,Astoria,40.76032,-73.91587,Private room,55,30,0,,,1,0
24844,41133767,Brooklyn Junction I:  Minutes from NYC & Airports,71009894,Mike @ New Age Tech,Brooklyn,Cypress Hills,40.67739,-73.90007,Private room,81,1,37,12/11/21,1.76,3,157
24845,41136941,Soho Private Bedroom Bedroom 1300 sqft. Loft,321010018,Ella,Manhattan,SoHo,40.72098,-73.99851,Private room,185,30,0,,,1,89
24846,41137428,"Nocturnal Club Wyndham Midtown 45, 1 Bedroom Suite",194953121,,Manhattan,Midtown,40.75196,-73.97148,Entire home/apt,900,2,0,,,15,0
24847,41139102,Lovely private bedrom just across the Central Park,322065529,Larissa,Manhattan,East Harlem,40.7953,-73.94908,Private room,80,1,48,12/11/21,2.21,2,341
24848,41144739,Peace and love always,233354151,Marieme,Queens,Elmhurst,40.73752,-73.88342,Private room,55,30,0,,,1,179
24849,41148267,Amazing huge duplex,320932432,Olga,Manhattan,Washington Heights,40.85125,-73.9291,Entire home/apt,350,30,5,09/03/20,0.22,1,365
24850,41149321,Huge Sunny Loft in Williamsburg,10413872,Dave,Brooklyn,Williamsburg,40.70968,-73.94857,Entire home/apt,112,30,2,18/03/21,0.15,1,9
24851,41151132,Elegante habitación amplia y en una área céntrica,190795102,Jackeline,Bronx,Kingsbridge,40.86533,-73.90071,Private room,65,30,0,,,1,364
24852,41151424,Light-filled newly renovated Summer Rental!,17312454,Lauren,Brooklyn,Bedford-Stuyvesant,40.68573,-73.92953,Entire home/apt,175,30,0,,,1,249
24853,41151871,Sunlit Bedstuy Charm,330371,Camille,Brooklyn,Bedford-Stuyvesant,40.68602,-73.945,Entire home/apt,145,4,23,29/11/21,1.02,1,1
24854,41152114,"Private room with KING sized bed, and AC: RM 1",322305644,Yinka,Brooklyn,Bedford-Stuyvesant,40.68131,-73.91606,Private room,55,3,16,12/11/21,0.69,5,37
24855,41152541,A sunny creative space in South Slope Brooklyn,77369641,Nir,Brooklyn,Sunset Park,40.66413,-73.9961,Entire home/apt,80,30,5,10/03/20,0.21,1,0
24856,41152864,Private room for 1 w/ XL Full sized bed & AC: RM 2,322305644,Yinka,Brooklyn,Bedford-Stuyvesant,40.68211,-73.91406,Private room,50,7,13,30/11/21,0.58,5,29
24857,41153501,Private room for 1 with XL full sized bed - Rm 4,322305644,Yinka,Brooklyn,Bedford-Stuyvesant,40.68261,-73.9142,Private room,12,30,7,25/11/21,0.31,5,1
24858,41154121,Private room for 1 w/XL Full sized bed & Fan: RM3,322305644,Yinka,Brooklyn,Bedford-Stuyvesant,40.68304,-73.91458,Private room,43,7,11,29/10/21,0.49,5,339
24859,41155955,"NEW LUXURY CONDO - 2 BR, 2 BATH, LGA, Subway",322352856,Jin Li,Queens,Elmhurst,40.74179,-73.88172,Entire home/apt,193,60,6,08/03/20,0.26,2,178
24860,41157914,Bedroom private bath 1 min to Times Sq and grocery,322460407,Suphichaya,Manhattan,Hell's Kitchen,40.76135,-73.98821,Private room,77,6,7,30/01/21,0.36,2,0
24861,41166979,"Location, Privacy, Comfort,
Garden , subterranean",2233907,Kyle,Brooklyn,Prospect Heights,40.68121,-73.9735,Entire home/apt,128,30,0,,,1,74
24862,41169295,"Room close Queens mall , I live alone,100%privacy",314560315,Javier,Queens,Elmhurst,40.73569,-73.86554,Private room,70,30,0,,,2,179
24863,41171427,Private sunny bedroom in Midwood,21536998,Alina,Brooklyn,Midwood,40.62342,-73.96018,Private room,81,5,5,10/02/20,0.22,1,198
24864,41171506,Peaceful Zen place,209553620,Barbara,Manhattan,Upper West Side,40.78935,-73.96989,Entire home/apt,39,31,0,,,1,0
24865,41173094,"NYC spacious 2 Bed, 2 Bath With Indoor Parking",38650653,Michelle,Queens,Flushing,40.74596,-73.82688,Entire home/apt,279,30,15,01/12/21,0.67,1,336
24866,41173731,Private Room in Brownstone,2157189,Paolo,Brooklyn,Bedford-Stuyvesant,40.69558,-73.93839,Private room,60,15,2,15/08/21,0.1,2,158
24867,41174759,Luxury 2bedroom 2bath near subway & all 3E,320020592,Anna,Queens,Flushing,40.766796,-73.828362,Entire home/apt,185,2,32,24/11/21,6.44,2,59
24868,41175544,Modern One Bedroom w/Balcony & Amazing City Views,45143217,R. Scott,Manhattan,Washington Heights,40.84855,-73.93681,Entire home/apt,83,30,43,31/05/21,2.37,1,154
24869,41175790,Crown Heights Haven ~12 Min Walk to Subway,255787023,Anderson,Brooklyn,East Flatbush,40.65913,-73.93535,Private room,45,2,11,29/10/21,0.87,2,149
24870,41177309,Perfect apartment in Time Square,322791021,Antonio,Manhattan,Hell's Kitchen,40.75524,-73.99459,Entire home/apt,500,1,7,14/11/21,0.91,3,310
24871,41178612,Space Age Little Italy Penthouse with BBQ & roof,161432983,Hannah,Manhattan,Chinatown,40.71701,-73.99961,Entire home/apt,599,1,10,03/11/21,3.9,1,64
24872,41178871,420 Friendly Cosmic Suite+Indian Artsy+Hookah+rftp,215512685,Geetanjali,Brooklyn,Crown Heights,40.67763,-73.93717,Private room,188,1,125,04/12/21,8.26,1,189
24873,41179503,Entire apartment in Time Square,167270001,Piero,Manhattan,Hell's Kitchen,40.75692,-73.99271,Entire home/apt,300,1,3,07/09/21,0.37,6,310
24874,41179618,Luxury Apartment with Manhattan Skyline View,53127489,Will,Brooklyn,Bedford-Stuyvesant,40.69212,-73.95173,Entire home/apt,90,30,0,,,1,0
24875,41179889,Lovely private room very close 2 LGA/restaurants,128986377,Maryuri,Queens,East Elmhurst,40.75985,-73.87442,Private room,60,30,0,,,1,179
24876,41190461,"Crisp Midtown 1BR w/ Gym, Doorman, W/D, nr. Times Square, by Blueground",107434423,Blueground,Manhattan,Theater District,40.76117,-73.98464,Entire home/apt,280,30,0,,,308,307
24877,41191723,Artist loft in the heart of Williamsburg,7537879,Laetitia,Brooklyn,Williamsburg,40.71499,-73.96279,Private room,30,30,1,25/02/20,0.05,1,0
24878,41194774,"3 Bed 2 Full Bath Loft Near 4,6 Trains | Sleeps 8",254372359,Timothy And Natalia,Manhattan,East Harlem,40.79597,-73.93812,Entire home/apt,200,30,7,09/03/20,6.56,2,161
24879,41195451,Modern Architectural Church boutique w/gym 2/1.5br,22375303,Danielle,Brooklyn,Crown Heights,40.6655,-73.9308,Private room,150,1,4,22/10/21,0.18,1,316
24880,41196473,Entire Apartment in Lincoln Square,194737424,Joey,Manhattan,Upper West Side,40.77646,-73.98992,Entire home/apt,85,30,0,,,1,0
24881,41208101,Drop your bags. Relax. Enjoy some bubbly. 🥂,13322715,Halle,Brooklyn,Flatbush,40.64844,-73.97085,Entire home/apt,200,4,26,09/11/21,26.0,1,232
24882,41208841,Cozy Midtown Manhattan Studio Close to Everything!,316179573,Vincent,Manhattan,Midtown,40.74601,-73.98306,Entire home/apt,150,30,15,14/04/20,0.64,1,0
24883,41210826,Cozy Corner Half Queens Brooklyn Near JFK Airport,128162460,Winston,Brooklyn,East New York,40.66968,-73.8584,Private room,110,7,0,,,2,180
24884,41212093,Best Location Private space & Garden in brownstone,318046812,Ron,Brooklyn,Clinton Hill,40.68112,-73.96268,Private room,129,4,34,08/11/21,1.63,1,149
24885,41213862,Private studio in Woodside (<30 min to Manhattan),17770510,Francisco,Queens,Woodside,40.74599,-73.90917,Entire home/apt,75,30,0,,,1,0
24886,41214610,Tranquil and Cozy,323442877,Shanna-Lee,Queens,Springfield Gardens,40.68659,-73.75,Entire home/apt,75,2,37,07/11/21,37.0,1,345
24887,41216339,The Bush-Suite,96303866,Juan Pablo & Andrea,Brooklyn,Bushwick,40.70343,-73.92009,Entire home/apt,102,3,2,09/03/20,0.09,1,0
24888,41226843,My Beach house,22345670,Lee,Queens,Rockaway Beach,40.58985,-73.80592,Private room,125,30,0,,,1,0
24889,41227228,Huge & Sunny Private Room in the Heart of Bushwick,1970779,Michael,Brooklyn,Bushwick,40.69967,-73.92552,Private room,55,30,0,,,2,0
24890,41228384,East Village Perfect Room!,149725753,Evan,Manhattan,East Village,40.72591,-73.98315,Private room,99,30,0,,,1,0
24891,41228499,Very nice place,84510411,Adam,Brooklyn,Bedford-Stuyvesant,40.69091,-73.94753,Entire home/apt,110,30,0,,,1,0
24892,41229239,Luxury 2 bedroom on the 46 floor,185979641,Ralph,Manhattan,Theater District,40.75921,-73.98763,Entire home/apt,200,30,8,27/09/21,0.35,14,223
24893,41234256,PRIVATE BASEMENT APT - BROOKLYN,323658450,Grace,Brooklyn,East Flatbush,40.65373,-73.93606,Entire home/apt,85,30,10,07/11/21,0.47,1,365
24894,41234346,Private cozy room in a spacious nice apartment.,3952722,Sandra,Brooklyn,Crown Heights,40.66646,-73.95148,Private room,61,30,1,15/02/20,0.05,1,364
24895,41237808,Brownstone Beauty,323494574,Dante,Brooklyn,Bedford-Stuyvesant,40.68138,-73.94128,Entire home/apt,115,30,16,20/09/20,0.75,1,94
24896,41241319,Lily’s house !  ❤️ NO CLEANING FEE🛑 Family house,201174295,Liliana,Queens,Flushing,40.76287,-73.82352,Private room,60,1,29,26/09/21,1.25,1,0
24897,41242461,Express Train 20 Min From City | Wifi + Parking,228750325,Dev,Brooklyn,East New York,40.67342,-73.89381,Entire home/apt,118,30,17,22/11/20,0.78,1,153
24898,41243251,Beautiful 2. bedrooms next rospect Park & Subway,140073773,Daniele,Brooklyn,Kensington,40.64776,-73.9756,Entire home/apt,59,30,1,04/03/20,0.05,1,0
24899,41243309,Bedroom for rent in Upper East Side Manhattan,1451723,Bia,Manhattan,East Harlem,40.79262,-73.93861,Private room,70,3,14,10/11/21,1.6,2,341
24900,41243629,"NEW LUXURY CONDO - 2 BR, 2 BATH, LGA, Subway",322352856,Jin Li,Queens,Elmhurst,40.74105,-73.88173,Entire home/apt,225,30,5,09/03/20,0.23,2,179
24901,41247450,Has-it-all 1BR in the middle of the West Village,20687253,Gene,Manhattan,West Village,40.73537,-74.00643,Entire home/apt,275,3,9,31/07/21,0.41,1,0
24902,41251479,Cozy Studio! SoHo + Greenwich Penthouse Escape!,320073406,Marian,Manhattan,Greenwich Village,40.72853,-74.00103,Private room,147,2,89,18/11/21,70.26,1,14
24903,41256075,Home Away apartment near JFK,323924258,Carol,Queens,Springfield Gardens,40.66007,-73.75944,Entire home/apt,307,2,32,27/11/21,3.6,1,347
24904,41257755,"Sleek Midtown West 2BR w/ Gym, Pools, W/D & Doorman by Blueground",107434423,Blueground,Manhattan,Hell's Kitchen,40.7686,-73.99102,Entire home/apt,565,30,0,,,308,44
24905,41257880,Brooklyn/Bushwick Loft,42860495,Ray,Brooklyn,Bushwick,40.6958,-73.93189,Private room,700,30,6,16/02/20,0.26,1,177
24906,41258335,"Family haven in trendy Greenpoint, Brooklyn",4373699,Mae,Brooklyn,Greenpoint,40.73552,-73.9571,Entire home/apt,250,30,4,27/03/21,0.19,1,190
24907,41259923,Private room in the heart of Bushwick,3850478,Lili,Brooklyn,Bushwick,40.7025,-73.92295,Private room,39,30,3,24/01/20,0.14,1,33
24908,41261191,30 Days min - Heart of Williamsburg 1bed/1.5bath,53963410,Michael,Brooklyn,Williamsburg,40.71218,-73.95811,Entire home/apt,151,30,11,12/10/21,0.53,3,306
24909,41262660,Modern luxury w/ private patio and midtown views,37694131,Sara,Queens,Long Island City,40.75404,-73.93119,Entire home/apt,220,30,1,27/08/21,0.3,2,314
24910,41263281,Huge room in Uptown Manhattan!,141169081,Michael,Manhattan,Washington Heights,40.84546,-73.93373,Private room,40,14,7,04/04/21,0.32,3,0
24911,41263496,Luxury 1 bedroom near subway & all 2C,255827154,Anna,Queens,Flushing,40.766796,-73.828362,Entire home/apt,119,2,21,29/11/21,4.41,3,62
24912,41265445,"Sophisticated, Spacious, Art & Antique Filled Apt",155250683,Chantal,Manhattan,Upper West Side,40.79187,-73.9739,Entire home/apt,700,30,0,,,1,358
24913,41267118,Cozy Zen Room in the heart of Bushwick,123977712,Kip,Brooklyn,Williamsburg,40.70631,-73.92956,Private room,41,15,2,14/11/20,0.09,2,322
24914,41268569,Beautiful Upper East Side Apartment,324092165,Francesco,Manhattan,Upper East Side,40.77454,-73.95194,Entire home/apt,240,30,0,,,1,334
24915,41270387,Modern Apartment in Historic Home,53771409,Joe & Maria,Staten Island,Tompkinsville,40.63286,-74.08022,Entire home/apt,135,30,1,25/08/20,0.06,1,338
24916,41271575,Newly renovated 4 bedroom in Manhattan!,324127038,Benjamin,Manhattan,Harlem,40.80948,-73.94727,Entire home/apt,363,2,30,27/11/21,19.15,1,207
24917,41274329,"Sunset Park, Affordable Stay",324156441,Asif,Brooklyn,Borough Park,40.64235,-73.99998,Private room,60,2,17,13/11/21,0.78,1,337
24918,41274497,Cozy bedroom in Little Italy,223231253,Christy,Manhattan,Chinatown,40.7178,-73.9999,Private room,150,30,1,08/01/20,0.04,1,179
24919,41280688,Sunny room in Castle Braid,324218187,Boris,Brooklyn,Bushwick,40.70037,-73.93012,Private room,45,30,0,,,1,63
24920,41285370,Columbus Circle/Times Sq./Central Park. Back patio,2521127,Rick,Manhattan,Hell's Kitchen,40.76797,-73.98513,Entire home/apt,995,30,3,02/03/20,0.15,3,319
24921,41289512,#16 Two Bedroom Apartment in Central of Midtown,211549023,Studioplus,Manhattan,Midtown,40.7484,-73.98757,Entire home/apt,311,2,37,15/11/21,1.64,15,325
24922,41290557,Home is were it calm and relax ! Here the place.,265512187,Jacqueline,Bronx,Highbridge,40.83399,-73.92512,Shared room,80,30,0,,,1,89
24923,41294234,1 room in an apartment,324275419,Arkin & Aloni,Queens,Flushing,40.73772,-73.82984,Private room,80,30,0,,,1,180
24924,41295029,Modern & elegant. Superb views. Private terrace,323985104,Roula,Manhattan,Chelsea,40.74176,-74.00038,Entire home/apt,450,4,60,24/11/21,2.85,1,236
24925,41295300,Flushing/Elmhurst Prime Front BR,295247374,Rafael,Queens,East Elmhurst,40.7634,-73.86871,Private room,60,1,13,04/12/21,1.44,6,98
24926,41295524,Hotel like LOFT with private patio.,1637060,Caio,Brooklyn,Crown Heights,40.67627,-73.94137,Entire home/apt,165,3,93,26/11/21,12.4,1,61
24927,41310526,CHELSEA IDEAL GATEWAY 2BEDROOM APARTAMENT,283295633,Anne,Manhattan,Chelsea,40.74085,-73.99453,Entire home/apt,399,30,7,29/02/20,0.32,1,0
24928,41313164,"Luxurious Club Wyndham Midtown 45, Studio",194953121,,Manhattan,Midtown,40.75149,-73.97127,Entire home/apt,643,2,0,,,15,301
24929,41316043,Cozy Corner in Midtown Manhattan,320262763,Fernando,Manhattan,Midtown,40.75426,-73.97031,Private room,80,100,2,01/02/20,0.09,1,180
24930,41316343,Renovated studio apartment in townhouse,5124670,Carrie,Brooklyn,Williamsburg,40.71564,-73.94091,Entire home/apt,149,7,0,,,2,0
24931,41318881,Luxury place only 10 min to drive to Manhattan,68894577,Rabia,Manhattan,Upper West Side,40.80232,-73.96347,Private room,240,30,0,,,1,270
24932,41319343,Brand New Brooklyn Passive House Garden Level Apt,980101,Sue,Brooklyn,Bedford-Stuyvesant,40.68092,-73.92078,Entire home/apt,136,2,32,01/08/21,1.42,1,219
24933,41319863,UES Large 1Bedroom Exposed Brick NYC Classic Style,8452846,Michael,Manhattan,Upper East Side,40.77957,-73.95099,Entire home/apt,145,30,4,23/02/20,0.18,1,63
24934,41320665,Brand New Industrial XL Studio of Soho/Noho,28242204,Singer,Manhattan,Lower East Side,40.7234,-73.9904,Entire home/apt,175,30,3,14/03/20,0.14,1,0
24935,41321694,Newly renovated Rockaway Beach Bungalow,7167968,Annabel,Queens,Arverne,40.5943,-73.79492,Entire home/apt,220,3,27,26/11/21,1.17,1,344
24936,41321794,Paradise 2 bedroom in Brooklyn,366557107,Kass,Brooklyn,Cypress Hills,40.68205,-73.89361,Entire home/apt,129,3,26,31/10/21,10.68,2,66
24937,41322723,Charming corner 2 or 3 BR Williamsburg apartment,2091048,Ben,Brooklyn,Williamsburg,40.71135,-73.94946,Entire home/apt,275,4,8,02/10/21,0.37,1,182
24938,41322811,Nice and a quite room,251548891,Kayes,Bronx,Parkchester,40.83555,-73.86655,Private room,70,30,0,,,1,89
24939,41324037,Brilliant Room 20Min to Central Park,273301089,Ulanbatir,Queens,Elmhurst,40.7339,-73.8883,Private room,120,30,10,25/03/20,0.46,2,90
24940,41326154,NEW: LARGE SUN FILLED 1 BEDROOM IN HEART OF HARLEM,102071949,Makeda,Manhattan,East Harlem,40.81338,-73.93592,Entire home/apt,72,30,0,,,1,124
24941,41326373,PrivateRoom steps from Subway! Renovated Twnhouse,76451380,Ibi,Brooklyn,East Flatbush,40.64136,-73.94928,Private room,69,1,9,29/11/21,3.42,4,354
24942,41326428,Spacious private room near Central Park,267681228,Danny,Manhattan,East Harlem,40.79861,-73.9436,Private room,150,30,0,,,1,180
24943,41336130,☀ Sunny's ☀ One-Bedroom Apartment with Work Space,324844778,Sundeep,Manhattan,Upper East Side,40.77644,-73.9539,Entire home/apt,135,30,2,19/01/20,0.09,1,0
24944,41336712,"Columbus Circle, Central Park & Theater District",2521127,Rick,Manhattan,Upper West Side,40.76862,-73.98513,Entire home/apt,1095,30,0,,,3,308
24945,41339796,Huge Bushwick apt with a backyard !,169420429,Alvina,Brooklyn,Bushwick,40.70092,-73.9277,Private room,65,30,0,,,1,0
24946,41340224,Extremely Large Room in Remodeled Brownstone!,24140532,Josh,Brooklyn,Bedford-Stuyvesant,40.6958,-73.94469,Private room,65,14,24,23/10/21,1.11,3,337
24947,41343124,Big Beautiful safe comfortable house by JFK & LG,324906509,Jason,Brooklyn,Cypress Hills,40.68407,-73.87759,Private room,65,5,1,30/09/21,0.45,1,364
24948,41343884,"**CLEAN, 2 BEDROOM **BEST LOCATION in MANHATTAN**",238517690,Elliott,Manhattan,East Village,40.7331,-73.98754,Entire home/apt,409,2,31,14/11/21,1.4,1,7
24949,41348519,Attic with Queen Bed,141746424,Albert,Bronx,Throgs Neck,40.81465,-73.81808,Private room,105,30,1,29/01/20,0.04,1,365
24950,41348789,Home away from Home in Brooklyn's cultural center,346356,Matthieu,Brooklyn,Fort Greene,40.68834,-73.97729,Entire home/apt,450,30,7,09/07/21,0.31,1,3
24951,41348970,Stunning and luxurious 1 Bedroom Apt in Brooklyn!,239396147,Sara,Brooklyn,Fort Greene,40.68255,-73.96807,Entire home/apt,80,30,5,01/08/20,0.26,1,0
24952,41349499,Cosy One-Bedroom Apartment - Richmond Hill,2134465,Tabish,Queens,Richmond Hill,40.70341,-73.82744,Entire home/apt,110,1,0,,,1,0
24953,41350522,Private bathroom outside the room,62533391,Yvonne & Kathy,Brooklyn,Borough Park,40.63545,-74.00564,Private room,98,30,2,14/06/20,0.11,3,365
24954,41352166,Bed-Stuy Retreat,110062117,Steve,Brooklyn,Bedford-Stuyvesant,40.67947,-73.94293,Entire home/apt,250,3,7,26/11/21,0.8,1,240
24955,41352511,"Ya encontraste tu lugar perfecto, dormirá como 🏡",325084969,Massiel,Bronx,Tremont,40.8436,-73.89071,Private room,170,30,0,,,1,365
24956,41353082,Beautiful Spacious and Cozy 9’ x15’ private room,8375500,Rosario,Manhattan,Washington Heights,40.83323,-73.94456,Private room,45,30,0,,,2,320
24957,41353712,Townhouse studio apartment in historic Bed-Stuy,322739195,German,Brooklyn,Bedford-Stuyvesant,40.68963,-73.93174,Entire home/apt,98,3,63,28/11/21,2.87,1,55
24958,41353833,Chelsea Studio,6707708,Jonny,Manhattan,Chelsea,40.74179,-74.00401,Entire home/apt,150,14,6,24/11/21,0.28,1,165
24959,41354388,"Beautiful, light filled, creative home in Brooklyn",3799902,Sean,Brooklyn,Greenpoint,40.73013,-73.95508,Entire home/apt,90,60,3,01/06/21,0.13,1,85
24960,41354840,Luxurious SHARED STUDIO at TIMES SQUARE,71864149,Fazi,Manhattan,Hell's Kitchen,40.759502,-73.98896,Shared room,105,2,2,11/10/21,0.09,1,74
24961,41365538,"Lux Apt, Walk to Best 5th Ave Shopping",176950173,Aka,Manhattan,Midtown,40.76526,-73.9767,Entire home/apt,595,7,1,23/04/21,0.13,10,348
24962,41369046,Lux Studio,176950173,Aka,Manhattan,Midtown,40.7653,-73.97642,Entire home/apt,425,7,3,12/06/21,0.31,10,344
24963,41370571,Te damos la Bienvenida,325264952,Valeria,Queens,Maspeth,40.71636,-73.90347,Private room,100,7,0,,,2,365
24964,41370965,Cosy room in luxury building,288246707,Anto,Brooklyn,Bedford-Stuyvesant,40.69087,-73.9247,Private room,50,3,1,06/11/21,1.0,2,0
24965,41371194,"Lux Apt, Private Terrace, Full Kitchen & Dining",176950173,Aka,Manhattan,Midtown,40.76337,-73.97508,Entire home/apt,545,7,1,22/09/21,0.4,10,344
24966,41372828,Luxury 1BR Prospect Park,180267038,Michael,Brooklyn,Prospect Heights,40.68051,-73.96709,Entire home/apt,125,30,6,03/03/20,0.26,1,0
24967,41373193,"2BR Lux Apt w/ Private Terrace, 24/7 Onsite Team",176950173,Aka,Manhattan,Midtown,40.76436,-73.97562,Entire home/apt,1285,7,0,,,10,0
24968,41373717,NEW-XXL- Prime location/Midtown West- MANHATTAN,296460893,Benji,Manhattan,Midtown,40.7639,-73.98376,Entire home/apt,399,30,1,22/02/20,0.05,1,90
24969,41373989,Private room in Queens New York,325297928,Estebania,Queens,East Elmhurst,40.75918,-73.87907,Private room,45,30,2,30/09/21,0.09,1,180
24970,41374977,Queens Home Away from Home Bushwick/Ridgewood,306349662,Ridgewood,Queens,Ridgewood,40.71257,-73.90038,Private room,46,28,2,29/11/21,0.09,5,39
24971,41375164,"The Kempton’s : JFK, LGA   “ SPARKLING CLEAN “",325305411,Ronnie,Brooklyn,East New York,40.66319,-73.86255,Entire home/apt,133,4,27,28/11/21,11.25,1,151
